id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_il_6m,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,issue_d
188978561136,null,32000.0,32000,32000.0,60 months,21.45%,873.83,D,D5,Special Agent,3 years,MORTGAGE,101341.0,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,608xx,IL,26.77,0.0,Jun-1984,4,54,null,26,0,31304,47.7%,49.0,w,31390.94,31390.94,1709.53,1709.53,609.06,1100.47,0.0,0.0,0.0,Aug-2017,873.83,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,344,437844,1,5,0,3,14,45663,57,2,6,6369,52,65600,6,0,13,10,16840,16752,56.9,0.0,0,151.0,395,5,5,5,5,null,0,null,0,6,10,11,16,20,18,23,10,26,0,0,0,3,98.0,18.2,0,0,523666,77665,38900,79803,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561137,null,15000.0,15000,15000.0,36 months,7.97%,469.84,A,A5,Director,10+ years,MORTGAGE,98000.0,Source Verified,Current,n,null,null,credit_card,Credit card refinancing,200xx,DC,29.21,0.0,Aug-1999,0,null,null,11,0,45657,80.2%,38.0,w,14257.11,14257.11,926.4,926.4,742.89,183.51,0.0,0.0,0.0,Aug-2017,469.84,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,417781,0,3,1,3,11,97267,55,1,1,16175,78,56900,0,3,1,4,37980,4960,86.6,0.0,0,153.0,149,7,7,2,7,null,7,null,0,5,6,5,8,23,6,12,6,11,0,0,0,2,100.0,80.0,0,0,458855,153572,36900,105307,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561138,null,21000.0,21000,21000.0,60 months,30.89%,690.95,G,G3,Senior Anakyst,6 years,RENT,100000.0,Verified,Current,n,null,null,debt_consolidation,Debt consolidation,021xx,MA,14.5,0.0,Aug-2008,0,30,null,13,0,8517,60.8%,24.0,f,20695.38,20695.38,1544.07,1544.07,304.62,1239.45,0.0,0.0,0.0,Aug-2017,690.95,Sep-2017,Aug-2017,0,32,1,INDIVIDUAL,null,null,null,0,0,24385,0,4,0,3,13,15868,68,4,7,2846,65,14000,1,0,2,10,1876,508,92.1,0.0,0,105.0,67,7,7,0,7,30,11,30,1,5,7,5,8,11,9,13,7,13,0,0,0,4,83.3,80.0,0,0,37425,24385,6400,23425,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561139,null,32000.0,32000,32000.0,60 months,15.05%,762.12,C,C4,Director of Software Development,10+ years,RENT,150000.0,Verified,Current,n,null,null,credit_card,Credit card refinancing,900xx,CA,29.89,0.0,Oct-2001,0,null,null,23,0,46528,72%,27.0,w,31273.90,31273.9,1470.73,1470.73,726.1,744.63,0.0,0.0,0.0,Aug-2017,762.12,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,113049,0,9,0,1,19,51730,43,2,5,7386,57,64600,0,0,2,6,4915,633,97.9,0.0,0,187.0,158,7,7,0,15,null,7,null,0,7,12,7,7,11,13,14,12,23,0,0,0,2,100.0,100.0,0,0,200075,113049,30800,120684,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561140,null,16025.0,16025,16025.0,60 months,30.17%,520.14,F,F3,Office Manager,2 years,MORTGAGE,90000.0,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,799xx,TX,31.61,0.0,Jun-2007,2,58,null,19,0,9971,36.8%,34.0,w,15787.56,15787.56,1013.42,1013.42,237.44,775.98,0.0,0.0,0.0,Aug-2017,520.14,Sep-2017,Aug-2017,0,66,1,INDIVIDUAL,null,null,null,0,0,259739,2,2,0,2,13,87742,58,3,9,1095,45,27100,0,3,4,12,13670,2118,57.6,0.0,0,116.0,119,5,5,1,5,66,3,66,2,4,12,5,7,13,15,19,12,19,0,0,0,3,88.2,20.0,0,0,331595,97713,5000,118595,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561141,null,40000.0,40000,40000.0,36 months,7.07%,1236.37,A,A2,Senior Director Merchandising,8 years,OWN,200000.0,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,100xx,NY,8.57,0.0,Jun-2003,0,null,null,9,0,2200,6.5%,14.0,w,37992.70,37992.7,2441.32,2441.32,2007.3,434.02,0.0,0.0,0.0,Aug-2017,1236.37,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,241083,0,0,1,1,8,30535,90,0,0,2200,45,34100,0,0,0,2,30135,26300,7.7,0.0,0,30.0,167,26,8,1,146,null,null,null,0,1,1,2,5,2,5,9,1,9,0,0,0,1,100.0,0.0,0,0,314000,44031,28500,34000,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561142,null,24000.0,24000,24000.0,60 months,16.99%,596.34,D,D1,Principal/CEO,1 year,RENT,230000.0,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,331xx,FL,18.09,0.0,Dec-1998,1,37,null,20,0,32932,77.7%,37.0,w,23483.29,23483.29,1170.03,1170.03,516.71,653.32,0.0,0.0,0.0,Aug-2017,596.34,Sep-2017,Aug-2017,0,43,1,INDIVIDUAL,null,null,null,0,2602,128820,0,3,0,1,16,60740,47,0,0,8909,72,42400,1,0,1,1,6441,441,98.4,0.0,0,119.0,221,74,16,4,74,43,1,43,4,10,15,10,15,8,15,22,15,20,0,0,0,0,91.4,90.0,0,0,154134,128820,28000,76342,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561143,null,18000.0,18000,18000.0,60 months,16.02%,437.92,C,C5,Certified Nurse Aide,4 years,MORTGAGE,31000.0,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,078xx,NJ,27.22,0.0,Mar-2004,1,27,75,10,1,4659,43.5%,16.0,w,17602.12,17602.12,843.8,843.8,397.88,445.92,0.0,0.0,0.0,Aug-2017,437.92,Sep-2017,Aug-2017,0,27,1,JOINT,151000,12.63,Source Verified,0,0,258216,2,1,1,2,5,21398,96,3,7,1354,79,10700,5,0,3,9,25822,5213,46.8,0.0,0,158.0,143,5,5,2,7,75,5,75,3,6,7,6,8,4,8,10,7,10,0,0,0,4,81.3,0.0,1,0,326630,26057,9800,22342,13948,Aug-2006,1,0,16,53.1,2,17,0,0,34,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561144,null,18000.0,18000,18000.0,60 months,16.02%,437.92,C,C5,Sourcing Specialist,3 years,RENT,67000.0,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,900xx,CA,28.89,0.0,Sep-2004,0,null,null,20,0,35950,38.9%,36.0,w,17602.12,17602.12,843.8,843.8,397.88,445.92,0.0,0.0,0.0,Aug-2017,437.92,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,46820,1,2,0,1,20,10870,50,1,1,9389,41,92400,1,3,1,2,2341,46504,43.6,0.0,0,149.0,152,6,6,0,25,null,11,null,0,10,11,12,19,6,18,30,11,20,0,0,0,1,100.0,25.0,0,0,114327,46820,82400,21927,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561145,null,15000.0,15000,15000.0,60 months,15.05%,357.25,C,C4,Police Officer,1 year,RENT,37832.0,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,720xx,AR,28.9,0.0,Feb-2004,1,null,null,18,0,13642,59.8%,21.0,w,14659.63,14659.63,764.67,764.67,340.37,424.3,0.0,0.0,0.0,Aug-2017,357.25,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,81295,0,13,0,0,41,67653,96,0,0,2160,87,22800,0,0,1,0,4516,140,93.9,0.0,0,159.0,129,28,28,0,129,null,0,null,0,1,5,1,1,16,5,5,5,18,0,0,0,0,100.0,100.0,0,0,93271,81295,2300,70471,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561146,null,15000.0,15000,15000.0,60 months,16.02%,364.94,C,C5,Program Manager,4 years,OWN,89441.0,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,187xx,PA,17.08,0.0,May-1999,2,63,null,26,0,16196,46.5%,44.0,w,14668.42,14668.42,703.18,703.18,331.58,371.6,0.0,0.0,0.0,Aug-2017,364.94,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,102,147813,2,3,0,3,13,54465,91,4,16,2940,75,34800,1,0,4,19,5685,4479,68.7,0.0,0,154.0,216,2,2,1,10,null,5,null,0,5,12,5,5,12,22,31,12,26,0,0,0,4,97.7,60.0,0,0,205874,70661,14300,59574,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561147,null,20000.0,20000,20000.0,60 months,16.02%,486.58,C,C5,Lead Cake Decorator,10+ years,MORTGAGE,56400.0,Not Verified,Current,n,null,null,major_purchase,Major purchase,152xx,PA,28.0,0.0,Dec-1997,0,44,91,12,1,5789,34.9%,32.0,w,19557.91,19557.91,999.86,999.86,442.09,557.77,0.0,0.0,0.0,Aug-2017,486.58,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,119956,1,3,1,2,7,39014,73,2,2,3961,64,16600,3,0,7,4,9996,7811,39.4,0.0,0,144.0,233,4,4,10,4,null,0,null,0,3,5,3,7,5,6,17,5,12,0,0,0,3,93.8,33.3,0,1,158850,44803,12900,53500,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561148,null,21150.0,21150,21150.0,60 months,15.05%,503.72,C,C4,Pilot,4 years,RENT,90000.0,Not Verified,Current,n,null,null,credit_card,Credit card refinancing,769xx,TX,16.84,0.0,Jun-2000,1,33,null,13,0,17646,86.1%,25.0,w,20670.08,20670.08,972.07,972.07,479.92,492.15,0.0,0.0,0.0,Aug-2017,503.72,Sep-2017,Aug-2017,0,47,1,INDIVIDUAL,null,null,null,0,0,167190,1,7,0,2,22,34829,62,1,1,15610,68,20500,2,1,2,3,15199,1933,89.6,0.0,0,203.0,198,4,4,1,4,36,4,33,1,2,3,3,3,17,5,6,3,13,0,0,0,1,87.5,100.0,0,0,205782,52475,18500,56165,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561149,null,30000.0,30000,30000.0,60 months,30.65%,982.62,F,F4,Lead Driver,9 years,MORTGAGE,83000.0,Verified,Current,n,null,null,debt_consolidation,Debt consolidation,320xx,FL,20.29,0.0,Oct-2009,0,null,null,14,0,20282,54.1%,21.0,w,29561.73,29561.73,1914.16,1914.16,438.27,1475.89,0.0,0.0,0.0,Aug-2017,982.62,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,135282,0,2,1,3,7,26937,77,1,2,5103,65,37500,0,0,2,5,10406,11305,63.4,0.0,0,78.0,91,10,7,1,10,null,4,null,0,6,8,6,8,6,10,14,8,14,0,0,0,2,100.0,50.0,0,0,173168,47219,30900,35168,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561150,null,11200.0,11200,11200.0,60 months,19.03%,290.72,D,D3,Field Manager,1 year,MORTGAGE,65000.0,Verified,Current,n,null,null,home_improvement,Home improvement,711xx,LA,23.67,0.0,Jan-2006,0,null,99,13,1,18445,44.4%,25.0,w,10971.99,10971.99,569.6,569.6,228.01,341.59,0.0,0.0,0.0,Aug-2017,290.72,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,186377,3,3,3,5,1,33969,87,2,4,7418,65,41500,1,7,3,9,14337,13187,55.4,0.0,0,119.0,90,8,1,3,8,null,4,null,0,4,7,5,7,11,9,11,7,13,0,0,0,5,100.0,20.0,1,0,222558,52414,29600,39222,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561151,null,15000.0,15000,15000.0,60 months,13.59%,345.85,C,C2,Senior Account Manager,7 years,RENT,188000.0,Not Verified,Current,n,null,null,credit_card,Credit card refinancing,601xx,IL,15.14,0.0,Mar-1977,0,46,null,9,0,37189,98.9%,43.0,w,14646.06,14646.06,669.05,669.05,353.94,315.11,0.0,0.0,0.0,Aug-2017,345.85,Sep-2017,Aug-2017,0,51,1,INDIVIDUAL,null,null,null,0,0,115444,0,5,2,3,8,76116,96,0,1,29576,82,37600,2,0,5,4,12827,569,98.3,0.0,0,170.0,105,17,8,0,28,46,7,46,5,2,3,2,3,37,3,4,3,9,0,0,0,2,90.5,100.0,0,0,140071,115444,33500,79710,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561152,null,10200.0,10200,10200.0,60 months,26.30%,307.21,E,E5,Case Manager,< 1 year,RENT,35000.0,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,104xx,NY,9.71,0.0,Feb-2004,0,null,null,5,0,7182,81.6%,9.0,w,10030.85,10030.85,584.61,584.61,169.15,415.46,0.0,0.0,0.0,Aug-2017,307.21,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,7182,1,0,0,0,159,0,null,1,3,2624,82,8800,0,0,0,3,1436,1475,79.8,0.0,0,159.0,122,6,6,0,6,null,16,null,0,3,4,4,4,2,5,7,4,5,0,0,0,1,100.0,75.0,0,0,8800,7182,7300,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561153,null,11450.0,11450,11450.0,60 months,16.02%,278.57,C,C5,District manager,6 years,RENT,90000.0,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,907xx,CA,26.73,0.0,Jan-2001,0,null,null,11,0,21353,68%,46.0,w,11196.90,11196.9,536.76,536.76,253.1,283.66,0.0,0.0,0.0,Aug-2017,278.57,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,1934,553391,0,3,0,3,14,42991,69,1,2,10961,68,31400,3,2,2,7,50308,8047,72.6,0.0,0,196.0,141,10,10,2,21,null,9,null,0,4,4,5,16,24,6,19,4,11,0,0,0,1,100.0,60.0,0,0,594798,64607,29400,62576,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561154,null,28800.0,28800,28800.0,60 months,14.08%,671.33,C,C3,Officer,10+ years,RENT,107724.0,Verified,Current,n,null,null,debt_consolidation,Debt consolidation,654xx,MO,15.76,3.0,Feb-2008,1,7,null,16,0,11251,58.6%,18.0,w,28129.27,28129.27,1297.6,1297.6,670.73,626.87,0.0,0.0,0.0,Aug-2017,671.33,Sep-2017,Aug-2017,0,27,1,INDIVIDUAL,null,null,null,0,0,25752,0,11,0,0,45,14501,23,0,0,3316,31,19200,1,0,1,0,1610,7449,36.3,0.0,0,111.0,75,39,39,0,48,18,0,18,8,2,4,3,4,12,5,6,4,16,0,0,0,0,35.3,66.7,0,0,83113,25752,11700,63913,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561155,null,25000.0,25000,25000.0,60 months,16.02%,608.22,C,C5,Account Manager,7 years,OWN,83000.0,Verified,Current,n,null,null,debt_consolidation,Debt consolidation,222xx,VA,27.85,2.0,Mar-1989,0,4,24,17,1,14555,46.1%,25.0,w,24447.40,24447.4,1171.94,1171.94,552.6,619.34,0.0,0.0,0.0,Aug-2017,608.22,Sep-2017,Aug-2017,0,41,1,INDIVIDUAL,null,null,null,0,0,190004,0,3,1,1,9,37068,67,0,4,9387,61,31600,1,0,1,5,12667,12263,51.7,0.0,0,155.0,281,18,9,1,18,51,7,9,0,5,7,6,9,6,12,17,7,17,0,0,0,1,87.5,40.0,0,0,260521,55896,25400,54959,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561156,null,40000.0,40000,40000.0,36 months,7.35%,1241.5,A,A4,Technical Account Manager,10+ years,MORTGAGE,177000.0,Verified,Current,n,null,null,debt_consolidation,Debt consolidation,762xx,TX,11.66,0.0,Feb-2004,0,50,null,8,0,25657,65.1%,29.0,w,38000.90,38000.9,2450.33,2450.33,1999.1,451.23,0.0,0.0,0.0,Aug-2017,1241.5,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,225703,0,2,0,2,21,18600,44,1,2,25657,51,39400,1,2,1,5,28213,9743,72.5,0.0,0,151.0,159,8,8,6,14,null,9,null,0,1,1,3,9,12,4,10,1,8,0,0,0,1,96.6,33.3,0,0,276866,49301,35400,42517,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561157,null,11200.0,11200,11200.0,60 months,20.00%,296.74,D,D4,Dept Manager,6 years,OWN,75000.0,Source Verified,Current,n,null,null,credit_card,Credit card refinancing,333xx,FL,6.24,0.0,Aug-2013,2,null,null,8,0,7963,54.2%,10.0,w,10978.02,10978.02,581.04,581.04,221.98,359.06,0.0,0.0,0.0,Aug-2017,296.74,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,179054,2,0,0,0,null,0,null,3,4,1955,54,14700,0,0,2,5,22382,1812,72.1,0.0,0,null,45,4,4,1,5,null,1,null,0,3,6,4,4,0,7,9,6,8,0,0,0,3,100.0,50.0,0,0,191439,7963,6500,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561158,null,15000.0,15000,15000.0,60 months,15.05%,357.25,C,C4,Consultant,1 year,MORTGAGE,58800.0,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,068xx,CT,17.0,0.0,Jul-2005,0,null,79,17,1,6488,22%,22.0,w,14659.63,14659.63,689.42,689.42,340.37,349.05,0.0,0.0,0.0,Aug-2017,357.25,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,311,148143,1,2,0,1,13,16966,62,1,2,2538,41,29500,1,0,1,4,9876,15602,29.1,0.0,0,129.0,142,6,6,1,6,null,2,null,0,5,6,6,7,5,13,16,6,17,0,0,0,1,100.0,0.0,0,0,184938,23454,22000,27208,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561159,null,22125.0,22125,22125.0,60 months,30.75%,726.05,F,F5,Estimator/sales,6 years,MORTGAGE,58240.0,Source Verified,Current,n,null,null,other,Other,933xx,CA,14.49,1.0,Jul-2003,1,10,null,17,0,10778,46.3%,19.0,w,21803.41,21803.41,1414.3,1414.3,321.59,1092.71,0.0,0.0,0.0,Aug-2017,726.05,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,183033,1,1,1,1,4,10229,86,0,0,3152,60,23300,0,0,5,1,12202,1066,77.8,0.0,0,4.0,166,29,4,2,69,null,1,10,0,2,7,4,5,1,15,16,7,17,0,0,0,1,94.7,50.0,0,0,216728,21007,4800,11878,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561160,null,32400.0,32400,32400.0,60 months,14.08%,755.24,C,C3,Paramedic,8 years,RENT,65000.0,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,321xx,FL,33.9,0.0,Jun-2004,2,null,null,16,0,19157,56%,42.0,w,31645.43,31645.43,1635.15,1635.15,754.57,880.58,0.0,0.0,0.0,Aug-2017,930.6,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,90967,0,9,0,1,20,71810,91,0,1,6198,76,34200,0,2,3,2,6064,13793,57.2,0.0,0,155.0,118,20,20,0,20,null,2,null,0,5,6,5,12,23,7,19,6,16,0,0,0,0,100.0,40.0,0,0,119780,90967,32200,85580,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561161,null,24375.0,24375,24375.0,60 months,30.17%,791.17,F,F3,Fire Chief,9 years,MORTGAGE,53000.0,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,727xx,AR,32.36,0.0,Nov-1999,1,null,45,11,1,7499,28.2%,22.0,w,24013.83,24013.83,1541.48,1541.48,361.17,1180.31,0.0,0.0,0.0,Aug-2017,791.17,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,4084,175570,2,3,2,4,3,54778,92,1,2,6212,72,26600,3,2,7,7,15961,18801,28.5,0.0,0,121.0,210,9,3,2,9,null,3,null,0,5,5,6,10,8,7,12,5,11,0,0,0,4,100.0,0.0,1,0,200812,62277,26300,59505,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561162,null,16000.0,16000,16000.0,60 months,12.62%,360.95,C,C1,Accountant,5 years,RENT,60000.0,Source Verified,Current,n,null,null,credit_card,Credit card refinancing,750xx,TX,19.12,0.0,Mar-2010,1,null,null,6,0,5863,54.3%,14.0,w,15612.61,15612.61,699.46,699.46,387.39,312.07,0.0,0.0,0.0,Aug-2017,360.95,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,27984,0,2,0,1,14,22121,65,0,1,5563,62,10800,1,1,2,2,4664,2937,65.4,0.0,0,30.0,86,17,14,0,29,null,0,null,0,1,2,2,5,2,4,12,2,6,0,0,0,0,100.0,50.0,0,0,44985,27984,8500,34185,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561163,null,32000.0,32000,32000.0,60 months,16.02%,778.52,C,C5,Lead custodian,10+ years,MORTGAGE,65000.0,Verified,Current,n,null,null,medical,Medical expenses,088xx,NJ,2.29,0.0,Mar-1993,3,null,null,15,0,1624,2.5%,22.0,w,31292.67,31292.67,1500.08,1500.08,707.33,792.75,0.0,0.0,0.0,Aug-2017,778.52,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,38362,0,0,0,0,null,0,null,0,1,982,3,66100,1,1,3,1,2740,53976,2.9,0.0,0,null,290,23,23,3,23,null,0,null,0,4,4,7,7,0,14,19,4,15,0,0,0,0,100.0,0.0,0,0,136100,1624,55600,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561164,null,20000.0,20000,20000.0,60 months,16.02%,486.58,C,C5,Executive legal assistant,1 year,RENT,90000.0,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,111xx,NY,11.0,1.0,Dec-2001,1,16,18,15,2,13468,28.5%,20.0,w,19557.91,19557.91,937.56,937.56,442.09,495.47,0.0,0.0,0.0,Aug-2017,486.58,Sep-2017,Aug-2017,0,80,1,INDIVIDUAL,null,null,null,0,0,24008,3,1,1,1,1,10540,94,4,5,1504,41,47300,0,0,2,6,1601,27676,13.8,0.0,0,153.0,185,4,1,0,4,null,5,16,1,4,11,7,7,3,14,17,11,15,0,0,0,5,90.0,28.6,0,2,58460,24008,32100,11160,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561165,null,22800.0,22800,22800.0,60 months,12.62%,514.35,C,C1,Sound engineer,10+ years,MORTGAGE,100000.0,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,913xx,CA,14.28,3.0,Jul-1991,2,3,89,7,1,2349,40.5%,13.0,w,22247.97,22247.97,996.73,996.73,552.03,444.7,0.0,0.0,0.0,Aug-2017,514.35,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,465485,0,3,0,2,13,12959,26,0,0,1139,27,5800,2,0,6,2,66498,3451,40.5,0.0,0,146.0,310,56,13,1,56,3,5,3,0,3,3,3,3,7,3,5,3,7,0,0,0,0,83.3,0.0,1,0,552072,15308,5800,50272,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
188978561166,null,10000.0,10000,10000.0,36 months,7.97%,313.23,A,A5,Driver,10+ years,RENT,40000.0,Not Verified,Current,n,null,null,credit_card,Credit card refinancing,551xx,MN,21.93,1.0,Mar-2012,0,8,84,5,1,4050,36.5%,9.0,w,9504.73,9504.73,617.6,617.6,495.27,122.33,0.0,0.0,0.0,Aug-2017,313.23,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,28992,0,2,0,2,14,24942,70,0,1,3759,62,11100,1,1,0,3,5798,5133,42.3,0.0,0,62.0,50,24,14,0,24,null,13,null,0,2,3,2,2,6,3,3,3,5,0,0,0,0,88.9,0.0,1,0,46568,28992,8900,35468,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Jun-2017
